site_clean,AGB,b1_wfp_dry_mean,b1_ccw_dry_mean,b1_hsd_mean,b1_hmc_mean,b1_hcv_mean,b1_h99_mean,b1_h25_mean,b1_dp1fm_mean,b1_dp1fm_dry_mean,b2_dp1fm_mean,b2_dp1fm_dry_mean,b3_dp1fm_mean,b3_dp1fm_dry_mean,b1_dbifm_mean,b2_dbifm_mean,b3_dbifm_mean,b4_dbifm_mean,b5_dbifm_mean,b6_dbifm_mean,dbifmdry_GNDVI,dbifman_GNDVI,dbifmdry_MSR,dbifman_MSR,dbifmdry_NBR,dbifman_NBR,dbifmdry_NDVI,dbifman_NDVI,dbifmdry_CVI,dbifman_CVI,dbifmdry_GDVI,dbifman_GDVI,dbifmdry_GSAVI,dbifman_GSAVI,dbifmdry_NDGI,dbifman_NDGI,dbifmdry_RI,dbifman_RI,dbifmdry_NDII,dbifman_NDII,dbifmdry_MSAVI,dbifman_MSAVI,dbifmdry_SAVI,dbifman_SAVI,dbifmdry_r42,dbifman_r42,dbifmdry_r32,dbifman_r32,dbifmdry_r43,dbifman_r43,dbifmdry_r52,dbifman_r52,dbifmdry_r53,dbifman_r53,dbifmdry_r54,dbifman_r54,dbifmdry_r62,dbifman_r62,dbifmdry_r63,dbifman_r63,dbifmdry_r64,dbifman_r64,dbifmdry_r65,dbifman_r65,dr_dsii,dr_wsum,dr_wsii,tx_dsum,tx_dsii,tx_wsum,tx_wsii,rx_wsum,rx_wsii,rx_dsii,ma_ammd,ma_asum,ma_dsii,ma_dmmd
VRD20.2012,166.32,1.5,2.25,100.89947424994574,102.14678276909724,129.61945343017578,103.73018137613931,101.19082811143664,26.88888888888889,30.777777777777786,1.2222222222222223,3.555555555555556,70.66666666666667,64.1111111111111,734.8888888888887,1099.0,1587.4444444444446,2240.0,2711.555555555556,1945.7777777777767,3799238,3417191,2302800,1880523,884490,704898,2043249,1706297,32719909,29432663,1196000,1141000,2201767,2052404,-1903774,-1816828,1903774,1816828,-757447,-951323,1114147,966436,1284420,1109664,22249033,20382166,14708627,14444444,15126519,14110730,25904849,24672935,17612010,17081263,11643135,12105159,18634191,17704984,12668885,12257297,8375281,8686508,7193322,7175873,3.808851761277765e-05,3745.099999999984,0.0248578675091266,4596.800000000002,0.0955360233783722,7971.399999999999,0.0482259802520275,7201.1,0.1893282234668732,0.1975848525762558,0.9,727.2999999999997,0.4095588326454162,0.2
VRD22.2012,295.68,2.0,3.1666666666666665,101.155278523763,102.2253646850586,142.77016067504886,104.37771097819012,101.3197153264826,36.583333333333336,27.41666666666667,2.9166666666666665,4.333333333333333,59.0,66.75,832.4166666666664,1233.0833333333333,1739.083333333333,2486.6666666666665,3082.25,2350.833333333333,3723732,3369185,2473606,1956409,556034,281224,2174994,1768047,30729640,28436396,1329000,1253000,2326409,2155637,-1685226,-1702557,1685226,1702557,-1058781,-1070402,1285592,1075057,1454616,1214634,21860776,20166250,14053994,14103535,15554850,14298721,27038524,24996283,19239033,17723418,12368511,12395107,19559720,19064675,13917553,13517658,8947404,9453753,7234019,7627004,3.515869684633799e-05,3752.299999999989,0.0247616190463304,4665.599999999999,0.0930041149258613,8035.7,0.0472818613052368,7200.300000000004,0.1874485462903976,0.1936933696269989,0.925,723.7000000000003,0.4181818068027496,0.1
VRD23.2012,406.56,1.0,1.2,100.93177223205566,102.44867261250812,130.58882395426429,103.57233492533364,101.26587677001952,34.25,34.416666666666664,4.0,3.1666666666666665,60.08333333333334,61.0,804.75,1228.0,1782.083333333333,2515.0,2693.25,1989.25,3492523,3438418,1814011,1879965,1192477,1167851,1651739,1705841,30801104,29720010,1448000,1287000,2374809,2208052,-1953475,-1840532,1953475,1840532,-299983,-341782,1093776,1048531,1213652,1182640,20728092,20480456,14852714,14512079,13955761,14112696,22010745,21932003,14819342,15112930,10618799,10708748,16311987,16199104,10982496,11162497,7869507,7909543,7410920,7386058,6.933927943464369e-05,3786.399999999986,0.024717066437006,4659.9,0.0929376184940338,8016.099999999991,0.0473725199699401,7227.700000000003,0.187303215265274,0.1941873729228973,1.025,735.1000000000003,0.4424778819084168,0.1
VRD24.2012,0.0,2.0,4.0,101.6619752248128,102.80034001668292,154.77984110514322,106.98333676656088,101.42308568954468,30.58333333333333,14.916666666666664,0.9166666666666666,1.4166666666666667,67.16666666666667,82.25,751.0833333333335,1208.9166666666667,1733.25,2535.9166666666665,3340.333333333333,2591.75,3793453,3545285,2336274,2094550,604760,-109247,2069272,1879100,32454729,30105279,1495000,1327000,2508109,2276678,-1871054,-1785107,1871054,1785107,-1142252,-1370213,1320538,1152506,1470960,1298015,22224417,20976770,14606895,14337217,15215019,14630992,27957487,27630799,19139925,19272080,12579627,13172094,19690012,21438616,13479944,14953123,8859630,10220170,7042840,7758956,0.000156249050633,3862.399999999988,0.0246356278657913,4679.7,0.0916810929775238,8005.200000000003,0.047094389796257,7274.399999999998,0.1861871778964996,0.1930170655250549,1.1,752.4000000000003,0.4522045850753784,0.1
VRD25.2012,129.36,1.0,2.0,100.92198435465497,101.94807603624132,133.03016323513455,104.02867126464844,101.18977610270184,11.444444444444445,23.11111111111111,0.5555555555555556,1.4444444444444444,86.22222222222223,73.8888888888889,679.5555555555555,1054.7777777777776,1567.111111111111,2343.0,2759.666666666666,1789.555555555556,3718187,3794525,2081843,2227893,973188,1340755,1868958,1984655,32670601,33049132,1198000,1289000,2185600,2302608,-1987332,-1957268,1987332,1957268,-805076,-815367,1040389,1146255,1196699,1306397,21825362,22213210,14950636,14857263,14598283,14951078,25643923,26163489,17152396,17609898,11749598,11778347,17956341,16966186,12010419,11419455,8227282,7637881,7002182,6484680,6.738614320056513e-05,3875.199999999987,0.0246083047240972,4732.8,0.0884381309151649,7989.400000000002,0.0460932180285453,7383.099999999998,0.1841464191675186,0.190052017569542,1.3,773.7999999999997,0.5080425143241882,0.1
VRD26.2012,0.0,7.0,3.4,101.00397745768232,101.80362955729169,139.94378831651477,104.52751837836372,101.10212097167968,11.888888888888893,4.777777777777779,0.3333333333333333,4.111111111111111,86.33333333333331,89.88888888888891,705.2222222222223,1097.3333333333333,1598.333333333333,2482.0,3136.222222222222,2094.1111111111118,4430181,3869796,3107359,2462710,2145535,847902,2641726,2166667,39068877,32958338,1691000,1385000,2876829,2421611,-2025506,-1858998,2025506,1858998,-345311,-1164115,1662652,1293274,1845143,1460352,25905339,22618469,15077839,14565614,17181069,15528676,27751541,28580397,18405516,19621828,10712672,12635867,16751646,19083637,11110110,13101842,6466484,8437192,6036294,6677177,5.3714051318820566e-05,3867.7999999999847,0.0245855655521154,4747.399999999998,0.0878965333104133,8006.699999999999,0.0460971072316169,7374.100000000001,0.1829724460840224,0.1885073781013488,1.4,759.4999999999994,0.4685887694358826,0.2
VRD29.2012,0.0,5.5,5.75,100.98797098795572,101.83358701070148,132.51287206013998,104.4936803181966,101.0389855702718,22.83333333333333,18.75,1.0833333333333333,3.9166666666666665,74.58333333333333,75.75,623.6666666666665,949.6666666666669,1357.916666666667,2035.583333333333,2652.833333333333,1845.333333333333,4183344,3639410,2766448,2245944,1563158,489691,2394922,1998821,36481305,30662802,1296000,1086000,2400593,2040331,-1987550,-1769297,1987550,1769297,-562715,-1316407,1296423,1040734,1490345,1211868,24375520,21434714,14956088,14298877,16298059,14990488,27279283,27934363,18239585,19536054,11191262,13032300,17784044,19431379,11890839,13589445,7295862,9065378,6519249,6956085,9.766513358044904e-07,3815.399999999984,0.024625277146697,4784.600000000001,0.0849224627017974,7974.7,0.045475959777832,7540.500000000004,0.1797607243061065,0.1816034466028212,1.725,813.9999999999999,0.4870012998580933,0.1
VRD30.2012,6699.0,24.11111111111111,40.333333333333336,103.65477752685548,106.95811377631291,158.11955769856772,112.85360717773438,103.57566155327692,25.33333333333333,24.777777777777786,28.222222222222207,29.66666666666667,44.88888888888889,44.0,394.1111111111112,713.0,1050.6666666666667,2068.8888888888887,2233.8888888888887,1598.111111111111,5023140,4872348,4511335,4033972,1958062,1282051,3560411,3264913,43270890,42713069,1411000,1355000,2710334,2612132,-1781305,-1911514,1781305,1911514,54801,-383632,1781576,1627722,2048817,1881005,30158755,29016674,14319733,14735858,21060976,19691201,29823782,31330840,20827051,21261633,9888930,10797530,20274647,22413901,14158537,15210448,6722640,7724490,6798148,7153942,0.0,3812.699999999984,0.0245739743113517,4799.3,0.0838372260332107,7976.100000000002,0.0455432049930095,7588.100000000001,0.1778160184621811,0.1776259541511535,1.6,816.7999999999997,0.4868020415306091,0.1
VRD31.2012,0.0,9.888888888888893,17.555555555555557,101.58721754286024,103.1003206041124,148.06378343370227,106.93711683485245,102.49552578396268,3.4444444444444446,4.4444444444444455,3.111111111111111,0.1111111111111111,92.0,94.0,608.1111111111112,995.5555555555557,1520.666666666667,2455.555555555556,3278.0,1995.4444444444448,4365510,4231884,2693754,2708783,1605696,1033708,2341020,2352201,40341559,37691977,1610000,1460000,2779696,2591716,-2254939,-2087475,2254939,2087475,-895343,-1435549,1451646,1382354,1622189,1562674,25491181,24665179,15824693,15274554,16108484,16147888,30498129,32926339,19272494,21556335,11964188,13349321,18433993,20043527,11648879,13122169,7231518,8126244,6044303,6087384,0.0,3803.799999999984,0.0246355701237916,4804.3,0.0831255316734314,7969.000000000001,0.0459996759891509,7653.4,0.1751191765069961,0.1715098768472671,1.65,831.8000000000003,0.4846534729003906,0.1
VRD32.2012,73.92,1.0,1.3333333333333333,102.515864054362,104.8931647406684,143.05921088324655,108.66949886745876,102.40892198350694,40.11111111111112,8.333333333333334,10.333333333333334,4.0,48.11111111111112,86.44444444444444,504.77777777777777,844.4444444444445,1308.2222222222224,1972.888888888889,2146.777777777778,1711.555555555556,4031984,4005682,2395615,2278621,34063,708661,2115159,2024390,35978412,36210103,1185000,1128000,2238947,2164790,-2095539,-2156134,2095539,2156134,-2021668,-422535,1106176,1028198,1285102,1202899,23500886,23363158,15293745,15492105,15366338,15080686,35407698,25422368,23151751,16409886,15066537,10881392,23342618,20268421,15262853,13083064,9932654,8675377,6592526,7972672,0.0,3798.9999999999873,0.0246479641646146,4838.699999999998,0.0809804275631904,7980.100000000001,0.0464763231575488,7761.300000000001,0.1699126213788986,0.1595284938812256,2.1,854.6999999999997,0.490993082523346,0.25
VRD33.2012,55.44,1.0,1.8888888888888888,102.15995364718972,104.1780014038086,151.01013861762155,109.166263156467,102.42566596137152,3.0,2.2222222222222223,10.555555555555555,5.777777777777778,84.77777777777777,90.66666666666669,497.77777777777777,834.2222222222224,1254.2222222222224,2311.6666666666665,3134.666666666666,1948.2222222222224,4578005,4696343,3330735,3575355,1320755,852313,2798204,2964937,40678956,41664424,1432000,1477000,2642717,2720074,-2041295,-2011494,2041295,2011494,-1463871,-1511478,1530357,1626748,1746467,1851138,26892034,27710442,15138889,15034630,17763545,18431077,36115042,37575919,23855808,24992913,13429643,13560202,20615828,23353756,13617795,15533310,7666147,8427782,5708377,6215086,0.0,3805.4999999999873,0.0246298760175704,4848.299999999998,0.0803498104214668,7976.700000000003,0.0464567355811595,7825.700000000003,0.1688466072082519,0.1560089290142059,2.1500000000000004,875.3000000000003,0.5207126736640929,0.3
VRD34.2012,0.0,1.0,1.375,101.66209665934244,103.02209091186523,150.15520985921225,107.25600115458172,102.429594039917,3.0,2.4166666666666665,2.5,4.166666666666667,93.08333333333331,91.91666666666669,573.6666666666666,971.75,1458.333333333333,2397.6666666666665,3249.583333333333,1935.166666666667,4494858,4233967,3152809,2821985,1230373,1066482,2673896,2435798,40073180,37066971,1486000,1426000,2683602,2556166,-2069717,-2004940,2069717,2004940,-1492988,-1509033,1523963,1402368,1727024,1590627,26331838,24673699,15227543,15007289,17292243,16441143,35569087,33440528,23358388,22282857,13508015,13553107,20560388,19914244,13502105,13269714,7808186,8071041,5780409,5955122,0.0,3799.3999999999855,0.024613119661808,4833.2999999999965,0.0812198668718338,7972.900000000005,0.0463211983442306,7768.200000000003,0.1710637211799621,0.1615029275417328,2.05,865.4000000000003,0.5294797420501709,0.2
VRD36.2012,0.0,1.0,1.0,101.68844265407984,103.166019015842,152.67767333984375,107.0934109157986,101.87298499213324,33.111111111111114,20.666666666666668,6.5555555555555545,1.1111111111111112,58.88888888888889,76.66666666666667,793.5555555555555,1280.0,1865.333333333333,2849.222222222222,3770.333333333334,2888.555555555556,3730835,3799952,2281782,2359668,-399047,-67980,2026859,2087399,31801798,32430328,1314000,1569000,2312837,2578048,-1843369,-1860095,1843369,1860095,-1883182,-1391449,1194920,1373909,1355171,1519456,21892164,22259549,14518660,14572917,15078639,15274601,32056131,29455729,22079263,20212652,14642742,13232851,23713912,22566840,16333403,15485466,10832146,10138049,7397621,7661274,9.766513358044904e-07,3809.499999999985,0.0246142596006393,4847.7999999999965,0.0797392651438713,7964.3,0.0469272695481777,7887.500000000001,0.1661000698804855,0.1500937342643737,2.05,878.7000000000003,0.4958642721176148,0.3
VRD37.2012,11596.2,31.33333333333333,50.55555555555557,102.74292416042748,105.778687371148,141.89727274576822,109.55271911621094,104.47515784369574,16.666666666666668,25.55555555555556,31.222222222222207,34.888888888888886,50.77777777777778,37.888888888888886,425.33333333333337,739.1111111111113,1068.6666666666667,2338.222222222222,2198.8888888888887,1467.888888888889,5642252,5196620,5755877,4795738,2160229,2289093,4256961,3728714,51902621,45722175,1533000,1599000,2979785,2969543,-1823204,-1820697,1823204,1820697,416667,308642,2086585,2004498,2385039,2266238,35895270,31635598,14465090,14458809,24815103,21879809,33029279,29750451,22833787,20576003,9201569,9404106,23153153,19860192,16006228,13735704,6450196,6277799,7009887,6675594,0.0,3804.199999999985,0.0246453303843736,4838.199999999999,0.0811954885721206,7977.400000000002,0.045976310968399,7769.699999999999,0.1715050637722015,0.1626614183187484,1.975,857.3,0.4924855530261994,0.25
WEDO01.2012,4370.912,29.83333333333333,47.66666666666666,102.44023895263672,104.28242819649832,152.2491389683315,108.94204493931362,102.86977931431362,3.0,0.8333333333333334,48.58333333333334,46.0,47.16666666666666,51.5,311.25,466.1666666666666,599.4166666666665,1842.166666666667,2042.1666666666663,1050.6666666666667,6139753,5961872,8133379,7536035,2875595,2738589,5336032,5092175,53162581,50809464,1441000,1376000,2942017,2824302,-1195335,-1248826,1195335,1248826,-388226,-514933,2293214,2156601,2646586,2505712,41771082,39517340,12704391,12858420,32879248,30732657,45142385,43807651,35532899,34069234,10807090,11085678,23114091,22538434,18193782,17528152,5533515,5703429,5120264,5144862,0.0002663221384864,4663.2999999999765,0.0239512398838996,5020.699999999999,0.0427510105073452,7369.099999999998,0.0381283238530159,11452.9,0.0915376394987106,0.1002285778522491,5.8500000000000005,1744.1000000000006,0.4220772087574005,3.3000000000000003
WEDO03.2012,11338.1275,43.25,64.75,105.16780185699464,109.4025011062622,158.9884958267212,118.35212230682372,107.98987579345705,2.9375,3.0,53.0625,43.1875,42.4375,52.5,316.0625,466.5625,569.4375,2132.75,1714.375,810.0625,6233611,6412625,7593904,9356974,3674699,4493542,5116537,5786746,60014421,55863435,1569000,1666000,3130903,3289023,-1640212,-995169,1640212,995169,420811,1086843,2358574,2704199,2693107,3044410,43020134,45711989,13900513,12204956,30948594,37453627,39542045,36744809,28446464,30106465,9191521,8038331,19913146,17362358,14325476,14225661,4628797,3798207,5035942,4725118,0.0002741321222856,4650.499999999974,0.023788696154952,4962.200000000004,0.0376929603517055,7286.400000000002,0.0353378504514694,11715.699999999995,0.0897403880953788,0.1028990596532821,6.0,1759.9999999999998,0.4298595786094665,3.1
WH02.2012,240.24,20.166666666666668,34.333333333333336,101.81344286600748,103.0781192779541,142.74036026000974,107.43951225280762,101.91484387715656,53.25,31.16666666666667,18.916666666666668,26.66666666666667,26.25,40.833333333333336,453.83333333333337,944.6666666666669,1631.833333333333,2467.9166666666665,2830.25,2427.4166666666665,4480000,4464966,3574240,2298654,1255680,81733,2964187,2040020,37344611,45152221,1456000,1523000,2647273,2716086,-1747930,-2667961,1747930,2667961,-310891,-685294,1648036,1219113,1870220,1378325,26206961,26124735,14222738,17274171,18426101,15123583,27889559,29960303,19609135,17343989,10642043,11468175,20363805,25696013,14317781,14875396,7770380,9835894,7301587,8576686,9.766513358044904e-07,3668.199999999989,0.024597305804491,4424.099999999999,0.1074840053915977,8021.799999999997,0.0497180894017219,6100.400000000002,0.195748284459114,0.2519726753234863,0.25,481.00000000000017,0.5085106492042542,0.1
WH05.2012,0.0,9.166666666666666,16.583333333333332,102.13749440511069,103.52227719624835,154.2147954305013,108.24231402079263,101.99125544230144,32.083333333333336,25.5,7.916666666666668,5.5,58.25,67.25,728.6666666666665,1122.0,1684.25,2594.25,3312.166666666666,2517.0,3904110,3961249,2368731,2411205,262493,150655,2094409,2127162,34006487,34699750,1482000,1472000,2527285,2533272,-1970854,-2002851,1970854,2002851,-1195997,-1215713,1308572,1311577,1464118,1471222,22801411,23121658,14903189,15011141,15299686,15402998,28987980,29520202,19450857,19665529,12713239,12767338,21631757,22433155,14514851,14944337,9487026,9702226,7462320,7599255,1.2696374142251445e-05,3681.099999999986,0.024575836956501,4475.3,0.1038947105407714,8004.300000000002,0.0495519377291202,6527.099999999999,0.1929275095462799,0.2293850481510162,0.425,557.0000000000006,0.3979695439338684,0.1
WH06.2012,0.0,4.0,4.0,101.38804054260254,102.6291440327962,144.78227869669598,105.47554969787598,101.61515862601144,35.75,10.583333333333334,0.8333333333333334,2.583333333333333,61.75,85.41666666666667,911.5833333333336,1329.0,1800.0,2492.4166666666665,3464.833333333333,2730.583333333333,3607833,3043706,2273518,1766242,781778,-455764,2020404,1612302,30084559,25396308,1437000,1163000,2399532,1977667,-1712240,-1505273,1712240,1505273,-1164004,-1631968,1289400,988919,1437060,1117090,21287135,18754076,14127078,13544018,15068322,13846759,26887188,26070981,19032378,19249074,12630721,13901501,18194608,20546150,12879244,15169907,8547232,10955565,6767018,7880850,1.171973690361483e-05,3681.5999999999863,0.0246395394206047,4486.2,0.1032588854432106,8008.899999999996,0.049266617745161,6586.700000000004,0.1927737444639206,0.2260476648807525,0.475,568.3000000000004,0.4070706963539124,0.1
WH08.2012,0.0,11.916666666666664,21.25,102.083189646403,103.28956158955891,156.05028406778968,107.96602567036943,101.65684000651044,36.5,30.33333333333333,7.25,19.666666666666668,54.75,48.41666666666666,765.25,1163.3333333333333,1698.833333333333,2552.25,3288.0,2565.333333333333,4150995,3738896,3085874,2259464,742810,-25406,2626459,2009412,34182549,32037523,1523000,1389000,2635252,2390706,-1711085,-1869976,1711085,1869976,-791061,-1260274,1587738,1231185,1777875,1384865,24180182,21939112,14119655,14603152,17125192,15023546,28326220,28263610,20061552,19354459,11714643,12882751,20832622,22051576,14754342,15100559,8615577,10051262,7354536,7802109,1.855617119872477e-05,3666.299999999987,0.0245964024215936,4478.4000000000015,0.103179708123207,8001.799999999997,0.0493746064603328,6612.799999999997,0.192794919013977,0.2237458527088165,0.375,585.4000000000002,0.3703703582286834,0.1
WH09.2012,0.0,7.888888888888887,14.22222222222222,100.81557040744356,101.59182569715712,144.40743001302084,103.80761040581598,100.9532936943902,13.77777777777778,1.7777777777777777,11.888888888888893,15.666666666666664,72.44444444444444,81.1111111111111,623.8888888888888,980.7777777777776,1541.666666666667,2735.777777777778,3248.666666666666,2218.1111111111118,4826087,4724092,3909535,3322243,2065458,1043812,3185114,2792329,42441388,43884163,1776000,1755000,3069124,3020654,-1939035,-2225307,1939035,2225307,-545833,-857429,1952017,1739149,2163493,1930789,28644582,27893962,14802286,15718817,19351458,17745586,31951476,33123371,21585500,21072432,11154457,11874746,18840546,22615838,12728132,14387748,6577351,8107790,5896612,6827758,1.855617119872477e-05,3675.599999999988,0.0245823021978139,4473.999999999999,0.1037550270557403,8006.399999999995,0.0493141189217567,6545.299999999997,0.1931243985891342,0.2279548197984695,0.425,563.4000000000008,0.3629072606563568,0.1
WH13.2012,0.0,6.0,11.0,101.00787734985352,101.9634132385254,130.9975209236145,104.01258754730225,101.12832498550416,35.5625,21.375,3.0625,2.5,59.8125,74.5625,597.75,924.1875,1327.625,1840.3125,2321.9375,1764.3125,3514137,3314038,2194196,1775340,1488840,210877,1958131,1619829,29196771,28598602,1218000,916000,2158044,1769706,-1670989,-1790315,1670989,1790315,-458342,-1155972,1131930,796359,1290232,942206,20838846,19912761,14011896,14365321,14872253,13861689,22835066,25124095,16296913,17489408,10957932,12617083,15432209,19090417,11013648,13289238,7405501,9587027,6758119,7598450,3.906598067260347e-06,3618.399999999988,0.0248301792889833,4544.4,0.0993046388030052,8021.900000000006,0.0486810207366943,6942.100000000004,0.1914941370487213,0.2056680619716644,0.6000000000000001,666.5,0.2958333194255829,0.2
WH15.2012,0.0,1.0,1.0,100.8926773071289,101.59392717149522,138.82559543185764,103.89844173855248,100.91921827528212,12.555555555555555,5.777777777777778,0.7777777777777778,2.0,85.66666666666667,90.66666666666669,761.3333333333335,1149.5555555555557,1656.0,2404.555555555556,3178.0,2229.555555555556,4170644,3532226,2811428,2048613,1487304,377725,2428048,1842365,36003359,30154681,1398000,1255000,2510776,2200982,-1938944,-1807487,1938944,1807487,-952381,-1386600,1389131,1090584,1577873,1238411,24302114,20917263,14810184,14405567,16409056,14520263,29418050,27645467,19863392,19190821,12105140,13216580,18004092,19394935,12156562,13463500,7408447,9272215,6120083,7015593,6.836534339527134e-06,3624.8999999999874,0.0247210785746574,4532.099999999999,0.1004214361310005,8025.200000000003,0.0488140918314456,6824.299999999997,0.1916973143815994,0.2119897156953812,0.55,629.0000000000002,0.2838709652423858,0.2
