site_clean,AGB,b1_wfp_dry_mean,b1_ccw_dry_mean,b1_hsd_mean,b1_hmc_mean,b1_hcv_mean,b1_h99_mean,b1_h25_mean,b1_dp1fm_mean,b1_dp1fm_dry_mean,b2_dp1fm_mean,b2_dp1fm_dry_mean,b3_dp1fm_mean,b3_dp1fm_dry_mean,b1_dbifm_mean,b2_dbifm_mean,b3_dbifm_mean,b4_dbifm_mean,b5_dbifm_mean,b6_dbifm_mean,dbifmdry_GNDVI,dbifman_GNDVI,dbifmdry_MSR,dbifman_MSR,dbifmdry_NBR,dbifman_NBR,dbifmdry_NDVI,dbifman_NDVI,dbifmdry_CVI,dbifman_CVI,dbifmdry_GDVI,dbifman_GDVI,dbifmdry_GSAVI,dbifman_GSAVI,dbifmdry_NDGI,dbifman_NDGI,dbifmdry_RI,dbifman_RI,dbifmdry_NDII,dbifman_NDII,dbifmdry_MSAVI,dbifman_MSAVI,dbifmdry_SAVI,dbifman_SAVI,dbifmdry_r42,dbifman_r42,dbifmdry_r32,dbifman_r32,dbifmdry_r43,dbifman_r43,dbifmdry_r52,dbifman_r52,dbifmdry_r53,dbifman_r53,dbifmdry_r54,dbifman_r54,dbifmdry_r62,dbifman_r62,dbifmdry_r63,dbifman_r63,dbifmdry_r64,dbifman_r64,dbifmdry_r65,dbifman_r65,dr_dsii,dr_wsum,dr_wsii,tx_dsum,tx_dsii,tx_wsum,tx_wsii,rx_wsum,rx_wsii,rx_dsii,ma_ammd,ma_asum,ma_dsii,ma_dmmd
LFR101.2024,16197.09,39.66666666666666,61.0,104.41136762830946,107.97345225016278,157.16019863552518,116.12069871690538,104.4918908013238,15.5,0.6666666666666666,37.0,40.333333333333336,46.0,57.33333333333334,364.5,549.0,686.5,1752.0,2001.5,1329.0,5859586,5228162,6737001,5981038,1829473,1372931,4738603,4372436,52377032,39876178,1302000,1203000,2704237,2471579,-1551882,-1109312,1551882,1109312,-1341523,-663469,1959434,1825591,2299418,2149771,38304348,31912568,13688406,12504554,27983060,25520757,50173913,36457195,36654314,29155135,13098751,11424087,26456522,24207650,19327687,19359068,6906924,7585616,5272964,6640020,0.0008102105930447,1718.5999999999756,0.005046505946666,5210.100000000001,0.0430855453014373,7375.3,0.0525421723723411,12180.899999999996,0.1602813750505447,0.0806276798248291,4.6000000000000005,1630.7999999999995,0.3001666367053985,3.6
LFR102.2024,12775.63,48.77777777777778,71.1111111111111,104.776363796658,109.75891791449652,151.40646192762586,117.8030505710178,106.14750061035156,2.833333333333333,2.1666666666666665,52.33333333333334,49.5,43.33333333333334,46.83333333333334,213.5,432.0,507.83333333333337,2123.833333333333,1843.0,871.1666666666664,5970087,6618395,7494312,10463081,2586771,4181697,5074510,6144487,51313253,57675379,1437000,1691000,2910085,3357379,-1284816,-798722,1284816,798722,-148642,706001,2227952,2831482,2570861,3176933,39574614,49162809,12929674,11755401,30607588,41821464,40758148,42662037,31522950,36291434,10299064,8677705,23307033,20165895,18026002,17154578,5889390,4101860,5718374,4726895,0.0008102105930447,1718.5999999999756,0.005046505946666,5210.100000000001,0.0430855453014373,7375.3,0.0525421723723411,12180.899999999996,0.1602813750505447,0.0806276798248291,4.6000000000000005,1630.7999999999995,0.3001666367053985,3.6
LIM01.2012,4872.777,12.5,22.16666666666667,102.53167533874512,104.42701530456544,161.5893135070801,109.75730260213214,102.16786766052246,6.416666666666668,5.583333333333332,20.666666666666668,20.33333333333333,71.5,72.58333333333333,353.08333333333326,564.75,836.75,1768.0,2382.5,1561.833333333333,5217954,5162950,4662878,4542464,579058,621808,3650794,3579109,47102790,46465470,1209000,1204000,2478475,2463175,-1935953,-1942857,1935953,1942857,-1474855,-1479518,1578584,1555916,1865357,1838506,31779546,31305888,14793513,14816290,21482083,21129370,42772188,42186808,28912801,28473260,13459030,13475679,28298543,27655305,19129022,18665472,8904640,8833899,6616108,6555439,3.930918319383636e-05,3873.3999999999855,0.0242016594856977,4632.9000000000015,0.0753912255167961,7775.900000000002,0.0521427914500236,8593.700000000003,0.1199749335646629,0.1145650222897529,4.025,1183.1999999999996,0.2758989930152893,1.2000000000000002
LIM03.2012,8031.45,42.55555555555557,64.33333333333333,103.7737570868598,107.98704528808594,148.88607788085938,114.72913191053604,105.40076065063477,2.2222222222222223,1.7777777777777777,37.66666666666666,33.888888888888886,58.66666666666666,62.66666666666666,302.1111111111112,557.0,792.6666666666665,1981.333333333333,2341.555555555556,1398.4444444444446,5610717,5610717,5815381,5815381,1725363,1725363,4287775,4287775,50570735,50570735,1424000,1424000,2833643,2833643,-1742031,-1742031,1742031,1742031,-832948,-832948,1985566,1985566,2294481,2294481,35571514,35571514,14230999,14230999,24995795,24995795,42038699,42038699,29540230,29540230,11818080,11818080,25106723,25106723,17642276,17642276,7058098,7058098,5972288,5972288,1.147556849900866e-05,3801.399999999988,0.0242862123996019,4685.799999999998,0.0755815431475639,7856.599999999998,0.0509926155209541,8398.900000000003,0.1201892048120498,0.1148573830723762,3.8,1132.0999999999997,0.2741200923919678,0.9
LIM04.2012,3156.902,25.58333333333333,42.5,102.9314047495524,104.97095998128256,163.01695251464844,110.89709027608237,102.75980949401855,7.166666666666668,7.416666666666668,22.0,19.25,69.41666666666667,71.91666666666667,391.16666666666674,712.5,1029.4166666666667,1994.583333333333,2584.5,1711.166666666667,4729830,4737620,3886305,3920502,733549,763833,3170086,3192193,40510983,40474411,1278000,1282000,2488964,2495458,-1834862,-1820793,1834862,1820793,-1306247,-1288772,1540220,1551938,1791324,1804188,27955290,27994152,14495552,14447953,19285426,19375860,36354167,36273684,25079532,25106452,13004396,12957593,24136236,24016374,16650787,16622683,8633871,8579068,6639194,6620881,1.147556849900866e-05,3801.399999999988,0.0242862123996019,4685.799999999998,0.0755815431475639,7856.599999999998,0.0509926155209541,8398.900000000003,0.1201892048120498,0.1148573830723762,3.8,1132.0999999999997,0.2741200923919678,0.9
LIM06.2012,5588.142,16.0625,28.0625,102.94061279296876,104.52250099182127,166.65367603302005,110.96790170669556,102.34528249104818,2.875,3.3125,30.1875,24.1875,65.25,71.1875,320.25,551.8125,782.3125,1817.8125,2448.625,1567.4375,5346450,5346284,5012558,5243128,618526,738771,3853282,3982301,48254487,46801361,1250000,1266000,2555192,2577362,-1880597,-1732933,1880597,1732933,-1565585,-1479484,1675559,1740437,1972332,2043032,32956502,32942576,14624125,14177144,22535709,23236398,45189946,44374221,30900957,31299832,13711997,13470174,29113968,28405255,19908178,20035951,8834059,8622658,6442576,6401297,2.0509427486103963e-05,3860.199999999988,0.0241986196488142,4704.4000000000015,0.07428789883852,7856.999999999997,0.0513645708560943,8495.3,0.1190843358635902,0.1135060861706733,4.0,1161.1,0.2821778357028961,1.1
LIM08.2013,0.0,27.91666666666667,45.75,103.57950528462727,105.71724510192873,157.74841690063474,113.03486251831056,103.30886141459148,9.083333333333334,9.916666666666666,33.416666666666664,37.25,56.33333333333334,51.25,338.5,588.1666666666665,789.0,1807.5,2202.4166666666665,1433.333333333333,5209979,5089770,5392112,5133542,1463491,1154321,4063822,3921418,42558473,41236377,1253000,1219000,2538150,2472617,-1454006,-1459695,1454006,1459695,-785894,-985283,1779719,1710408,2085910,2010269,31723988,30731085,13391618,13414565,23689436,22908745,37134393,37445452,27729578,27914026,11705462,12184878,23634393,24369510,17648646,18166455,7450007,7929922,6364556,6508003,1.538210744911339e-05,891.7999999999829,0.0028369557112455,4965.499999999999,0.0521196238696575,7597.699999999998,0.0588185526430606,9785.1,0.1752285212278366,0.1000089198350906,4.1,1364.7,0.2805984020233154,3.5
LIM09.2013,0.0,30.44444444444445,49.33333333333334,103.95265197753906,107.11572180853948,153.9120602077908,113.91755676269533,104.45663536919488,14.888888888888893,14.666666666666664,34.44444444444444,34.333333333333336,49.0,49.33333333333334,379.88888888888886,667.8888888888888,925.5555555555557,1971.333333333333,2202.222222222222,1491.666666666667,5209953,4943139,5268749,4597297,1790235,1386482,3996422,3611878,43248334,40980447,1340000,1304000,2654517,2560880,-1532646,-1620603,1532646,1620603,-292804,-553559,1852478,1710312,2149455,1987082,31750811,29515888,13622431,13857927,23307743,21298920,33658493,32972883,24708140,23793517,10600829,11171232,22102416,22334054,16225017,16116447,6961213,7566791,6566668,6773461,3.906598067260347e-06,916.1999999999832,0.0031139680650085,4987.200000000002,0.0521254427731037,7619.500000000004,0.0585865229368209,9721.700000000004,0.1751633733510971,0.1005494892597198,4.125,1336.4999999999998,0.2996273338794708,3.4000000000000004
LTO04.2013,0.0,7.916666666666668,14.333333333333336,102.718105951945,104.45504760742188,164.1941210428874,110.73647117614746,101.74264208475748,10.666666666666666,11.666666666666664,28.0,26.83333333333333,60.0,60.16666666666666,355.5,636.5,940.5,1912.5,2572.5,1836.0,4905660,5007849,4097593,4261986,71713,202775,3305263,3408135,43076132,44432578,1248000,1276000,2481442,2535771,-1910112,-1928934,1910112,1928934,-1541379,-1471900,1537379,1588867,1800000,1856852,29251928,30047133,14722365,14776119,19869041,20334928,39902314,40416339,27103195,27352472,13640917,13450980,28827763,28845247,19580932,19521531,9854996,9600000,7224584,7137026,0.0006956916186027,2194.3999999999755,0.0067590638063848,4906.199999999998,0.034397292882204,7012.100000000002,0.0454601943492889,12177.499999999996,0.0795354396104812,0.0977989956736564,5.0,1613.4,0.3158146142959595,4.0
LTO05.2013,0.0,25.91666666666667,43.0,105.124449412028,108.94330787658691,161.62692896525058,118.06713485717772,104.57764943440756,8.0,8.333333333333334,50.66666666666666,47.66666666666666,39.333333333333336,42.333333333333336,276.66666666666674,426.6666666666666,521.3333333333334,1907.666666666667,1715.333333333333,892.3333333333336,6554473,6348050,9353271,9131829,3231858,3626295,5785473,5708402,61632622,54748121,1480000,1481000,3058694,3029456,-1238739,-1003168,1238739,1003168,444258,530094,2421173,2436357,2789088,2798869,48046272,44710938,12836332,12218750,37429907,36592072,43976007,40203125,34259012,32902813,9152845,8991788,24584404,20914063,19152203,17116368,5116818,4677617,5590413,5202099,0.0006956916186027,2194.3999999999755,0.0067590638063848,4906.199999999998,0.034397292882204,7012.100000000002,0.0454601943492889,12177.499999999996,0.0795354396104812,0.0977989956736564,5.0,1613.4,0.3158146142959595,4.0
NC02.2013,6375.6,7.083333333333332,13.0,101.12750244140624,102.2168623606364,148.9031778971354,105.49284871419268,101.36451466878256,12.25,11.333333333333336,16.583333333333332,14.166666666666664,69.83333333333333,73.16666666666667,605.6666666666665,856.6666666666664,1087.0,1946.583333333333,2890.5,2027.75,3869347,3890079,3325672,3380016,-242424,-203876,2794702,2832179,28821745,28868542,1078000,1090000,2076805,2095617,-1204943,-1188883,1204943,1188883,-1996686,-1952026,1348755,1372230,1578554,1604008,22608229,22722763,12738885,12688716,17747417,17907850,33886505,33741245,26600842,26591536,14988571,14849095,23730499,23670233,18628396,18654554,10496399,10416970,7002935,7015222,7.690640632063149e-05,995.6999999999872,0.0037583687808364,4921.399999999997,0.0659812241792678,7705.000000000003,0.0721201449632644,7843.900000000002,0.2138404250144958,0.1623014062643051,1.7000000000000002,751.8000000000003,0.4679425954818726,0.0
NC03.2013,3603.6,3.0,3.5454545454545454,101.19215774536131,102.19044240315756,146.94825108846032,105.52589416503906,101.24549865722656,21.416666666666668,20.75,8.75,6.833333333333332,68.33333333333333,70.91666666666667,689.8333333333335,986.8333333333331,1245.3333333333333,2056.6666666666665,3076.083333333333,2278.9166666666665,3384468,3517423,2691608,2850703,-464481,-512229,2339423,2456831,25412028,26329259,1059000,1070000,1954115,1995772,-1134904,-1160914,1134904,1160914,-1952344,-1987529,1225028,1262285,1418871,1465486,20221239,20841074,12558327,12619490,16101858,16514989,30026549,31171255,23909673,24700883,14849015,14956645,22188254,23093227,17668161,18299652,10972747,11080632,7389545,7408501,7.690640632063149e-05,995.6999999999872,0.0037583687808364,4921.399999999997,0.0659812241792678,7705.000000000003,0.0721201449632644,7843.900000000002,0.2138404250144958,0.1623014062643051,1.7000000000000002,751.8000000000003,0.4679425954818726,0.0
NT001.2011,0.0,68.22222222222223,87.33333333333331,102.30742645263672,105.90778011745876,140.77176581488715,110.21454026963976,104.36626773410372,10.666666666666666,10.333333333333334,64.0,62.55555555555557,23.66666666666667,25.66666666666667,376.5555555555555,735.8888888888887,879.2222222222224,2722.1111111111118,2772.4444444444453,1721.666666666667,5520189,5747758,6898960,7597445,2033821,2252982,4812940,5118023,42029536,44289657,1873000,1987000,3347432,3524299,-963139,-892193,963139,892193,-266174,-91008,2729666,2950283,3000000,3214161,34641239,36990790,12133567,11947758,28549922,30960445,36533684,37674770,30109599,31532921,10546298,10184906,22927079,23395742,18895580,19581701,6618435,6324748,6275600,6209923,0.0,1224.8999999999824,0.0032121497206389,4906.699999999999,0.0549941919744014,7432.099999999998,0.0403154641389846,10882.900000000003,0.1096215173602104,0.0741594657301902,4.800000000000002,1432.3000000000006,0.3496804535388946,1.4
NT002.2012,0.0,14.555555555555555,24.33333333333333,101.95369466145831,104.05492909749348,140.6212209065755,108.22916497124572,102.5581478542752,1.7777777777777777,1.6666666666666667,43.11111111111112,21.11111111111111,53.55555555555557,75.8888888888889,470.33333333333337,844.1111111111113,1198.3333333333333,2646.0,3140.1111111111118,1858.666666666667,5062714,5163324,4223118,4861632,1587719,1749556,3383992,3766909,46008726,44500180,1776000,1802000,3131171,3183746,-2025783,-1733595,2025783,1733595,-1018188,-853785,2013487,2214489,2239607,2455902,30479364,31346584,15067931,14196393,20227969,22080668,37394258,37200211,24817115,26203987,12268713,11867389,22128941,22019218,14686118,15510431,7260303,7024439,5917738,5919111,0.0001801706675905,4261.149999999982,0.024060103110969,4990.100000000001,0.0735896341502666,7633.300000000001,0.042816162109375,10329.750000000004,0.1148992665112018,0.120314884930849,5.2125,1612.95,0.3513863086700439,3.0
