site_clean,AGB,b1_wfp_dry_p99,b1_ccw_dry_p99,b1_hsd_p99,b1_hmc_p99,b1_hcv_p99,b1_h99_p99,b1_h25_p99,b1_dp1fm_p99,b1_dp1fm_dry_p99,b2_dp1fm_p99,b2_dp1fm_dry_p99,b3_dp1fm_p99,b3_dp1fm_dry_p99,b1_dbifm_p99,b2_dbifm_p99,b3_dbifm_p99,b4_dbifm_p99,b5_dbifm_p99,b6_dbifm_p99,dbifmdry_GNDVI,dbifman_GNDVI,dbifmdry_MSR,dbifman_MSR,dbifmdry_NBR,dbifman_NBR,dbifmdry_NDVI,dbifman_NDVI,dbifmdry_CVI,dbifman_CVI,dbifmdry_GDVI,dbifman_GDVI,dbifmdry_GSAVI,dbifman_GSAVI,dbifmdry_NDGI,dbifman_NDGI,dbifmdry_RI,dbifman_RI,dbifmdry_NDII,dbifman_NDII,dbifmdry_MSAVI,dbifman_MSAVI,dbifmdry_SAVI,dbifman_SAVI,dbifmdry_r42,dbifman_r42,dbifmdry_r32,dbifman_r32,dbifmdry_r43,dbifman_r43,dbifmdry_r52,dbifman_r52,dbifmdry_r53,dbifman_r53,dbifmdry_r54,dbifman_r54,dbifmdry_r62,dbifman_r62,dbifmdry_r63,dbifman_r63,dbifmdry_r64,dbifman_r64,dbifmdry_r65,dbifman_r65,dr_dsii,dr_wsum,dr_wsii,tx_dsum,tx_dsii,tx_wsum,tx_wsii,rx_wsum,rx_wsii,rx_dsii,ma_ammd,ma_asum,ma_dsii,ma_dmmd
NTAGFU0029.2012,3668.793333,6.73,12.340000000000003,101.76026519775392,103.49570022583008,160.8316064453125,107.34312881469728,101.91534065246582,31.89,33.78,21.78,19.89,84.89,85.89,483.01,815.8,1331.95,2130.4,3142.93,2472.1,4483271,4468878,2947664,2969101,-562016,-545543,2527331,2542811,41113767,40683990,1206000,1199000,2352406,2340882,-2205882,-2172996,2205882,2172996,-1856187,-1863341,1242327,1245609,1453761,1458308,26226584,26142536,15650028,15547699,16758171,16814408,38174986,38115600,24392919,24515267,14555836,14579917,29355020,29164983,18757167,18758392,11192849,11156141,7689595,7651718,0.0,4117.399999999991,0.0236310586333274,4738.199999999998,0.0680511593818664,7844.200000000003,0.0535937398672103,8933.600000000006,0.1227916404604911,0.1043240875005722,4.425000000000002,1314.1999999999996,0.2543332278728485,2.3000000000000003
NTAGFU0030.2012,6360.2,46.44,69.36,102.48564880371094,104.35918548583984,161.99179443359375,110.13346374511718,102.10807556152344,8.68,8.84,29.0,45.6,73.76,72.6,334.4,581.7199999999998,848.84,1757.56,2496.2,1700.52,5661425,5144725,6392991,4957411,1568159,324634,4575979,3821900,48489960,43489275,1224000,1102000,2563530,2314478,-1464968,-1646586,1464968,1646586,-944103,-1684184,1841583,1531727,2177386,1831360,36098081,31196070,13442312,13951303,26854071,22360686,43624733,43823152,32453296,31411513,12085056,14047652,26330253,29235370,19587593,20955297,7294087,9371491,6035625,6671216,0.0007122886599972,3940.499999999988,0.0244777239859104,4784.199999999999,0.0685255602002143,7692.000000000003,0.0602629818022251,9288.299999999996,0.1366665661334991,0.1230067685246467,4.525,1473.4,0.2130548357963562,3.4000000000000004
NTAGFU0031.2012,5173.707,29.52,48.36,103.22341125488282,105.2487075805664,166.3871197509766,111.55908966064452,102.55321609497072,6.92,8.0,30.0,33.68,71.84,76.83999999999997,422.92,679.28,881.24,1882.6,2426.24,1563.64,4655391,4987654,3985642,4785379,724010,1036364,3234059,3722683,38441305,40899723,1101000,1212000,2242363,2446837,-1673254,-1553398,1673254,1553398,-1562804,-1245192,1404465,1647409,1667542,1936242,27431435,29876071,14020745,13663204,19564890,21866080,37579114,38376162,26802508,28087235,13699289,12845117,23732419,24259158,16926646,17755102,8651541,8119929,6315322,6321413,0.0007122886599972,3940.499999999988,0.0244777239859104,4784.199999999999,0.0685255602002143,7692.000000000003,0.0602629818022251,9288.299999999996,0.1366665661334991,0.1230067685246467,4.525,1473.4,0.2130548357963562,3.4000000000000004
NTAGFU0032.2012,2474.01,3.88,7.6,102.00808197021485,103.62152954101563,158.59442382812497,107.88917572021484,102.31294799804688,20.0,19.84,11.0,11.6,82.92,85.92,576.36,1042.5600000000004,1537.32,2498.4,3434.04,2570.2000000000007,4219504,4260925,2844215,2873255,-160356,-120214,2452086,2473300,36679518,37259323,1311000,1326000,2425682,2451923,-1971390,-1998208,1971390,1998208,-1838167,-1837410,1329401,1344142,1526673,1542416,24574784,24830329,14901112,14983219,16491912,16572092,35646477,36000000,23922024,24026879,14505307,14498398,25385661,25434431,17036085,16975278,10329963,10243292,7121506,7065120,0.0007137519423849,3944.199999999987,0.0245293844491243,4774.800000000001,0.068811260163784,7698.9,0.0604576170444488,9244.999999999996,0.1376867741346359,0.1237806007266044,4.575,1467.4000000000003,0.219281330704689,3.3000000000000003
NTAGFU0033.2012,23737.56,48.7,70.85,104.2130599975586,107.34840316772456,169.08637084960938,115.89647979736328,103.95557594299316,11.85,11.0,41.7,41.85,53.0,54.0,269.1,452.25,621.9499999999998,1596.2,1829.35,1034.55,5735375,5677111,7497720,7215851,2117895,2143151,5075956,4954407,44466141,44373827,1049000,1069000,2304144,2329653,-930233,-1005525,930233,1005525,-643693,-619638,1739987,1745400,2103778,2103527,36894728,36257292,12052556,12255143,30611539,29585369,41978850,41054652,34829832,33499937,11378007,11323143,24012178,23477126,19922893,19156959,6508295,6475146,5720066,5718506,0.0007137519423849,3944.199999999987,0.0245293844491243,4774.800000000001,0.068811260163784,7698.9,0.0604576170444488,9244.999999999996,0.1376867741346359,0.1237806007266044,4.575,1467.4000000000003,0.219281330704689,3.3000000000000003
NTAGFU0035.2012,8413.79,14.68,26.44,101.42133514404296,102.45945739746094,149.92352905273438,105.12934509277343,101.80124206542968,14.6,12.76,31.84,22.68,82.84,85.75999999999998,413.12,754.56,1278.32,2100.04,3368.48,2390.72,4982578,5070049,3686435,3988336,-611354,-344493,3039084,3235783,47602666,47754253,1287000,1339000,2545826,2628583,-2290303,-2194245,2290303,2194245,-2454670,-2288316,1452827,1567814,1698042,1822780,29845758,30547408,15934876,15612210,18729834,19566357,49266495,48669850,30917402,31174222,16507034,15932563,33739503,32725102,21173371,20961223,11304622,10712890,6848367,6723896,0.0007027775864116,3936.299999999987,0.0244224406778812,4821.700000000004,0.0675778239965438,7716.900000000002,0.059698287397623,9300.2,0.1346852779388427,0.1215808168053627,4.550000000000002,1491.0999999999997,0.2129477709531784,3.5
NTAGFU0036.2012,12432.93333,28.6,46.52,103.02679138183596,105.31196807861328,168.3962567138672,110.8328921508789,103.04413208007811,9.0,6.76,25.92,32.760000000000005,81.84,78.67999999999998,407.6,740.76,1095.56,2043.36,2932.88,2142.04,5237695,4932821,4998965,4138502,345616,263852,3845566,3331049,45507342,43445478,1245000,1285000,2531517,2534517,-1743253,-1916718,1743253,1916718,-1660143,-1603712,1685600,1579087,1981355,1841374,31964321,29464917,14212899,14736665,22489655,19994291,44687316,40713444,31441379,27627312,13980374,13817600,29823564,27953895,20983448,18968943,9330267,9487179,6673832,6866011,0.0001340305025223,3888.7999999999824,0.0245893541723489,4866.700000000002,0.0718844383955001,7872.200000000003,0.058865375816822,8649.0,0.1290289610624313,0.1288584917783737,4.025,1292.2000000000005,0.2554130554199219,2.4000000000000004
NTAGFU0037.2012,10273.34,26.36,44.04,103.4792642211914,106.33160064697265,165.76727783203123,113.33535064697266,103.50749252319336,15.76,10.0,28.76,32.6,68.92,80.0,342.0,675.12,976.9199999999996,2008.4,2553.72,1723.12,5224124,4954165,4720915,4485973,927172,759966,3684982,3545126,46890936,41856502,1282000,1243000,2579823,2483020,-1906077,-1709234,1906077,1709234,-1433158,-1165529,1667094,1618684,1952135,1895753,31848135,29607293,14690400,14105891,21679557,20989311,42499527,37415849,28930137,26524981,13344432,12637376,26447642,25429523,18003351,18027591,8304299,8588939,6223044,6796458,0.0001340305025223,3888.7999999999824,0.0245893541723489,4866.700000000002,0.0718844383955001,7872.200000000003,0.058865375816822,8649.0,0.1290289610624313,0.1288584917783737,4.025,1292.2000000000005,0.2554130554199219,2.4000000000000004
NTAGFU0038.2012,20359.82667,12.92,22.84,103.54630279541016,105.21944885253907,166.12932067871094,113.03022369384766,102.93822875976564,5.92,4.92,31.6,20.92,72.84,79.92,322.08,554.1999999999998,784.9599999999997,1845.88,2407.04,1533.56,5185007,5390040,4651755,5465383,550918,1096282,3644214,4103393,46329696,46597619,1079000,1223000,2285694,2523731,-1899757,-1652035,1899757,1652035,-1884951,-1261261,1440311,1727184,1730454,2038523,31543237,33399193,14694013,13970682,21466727,23906630,46192905,43035904,31436547,30804440,14644313,12885313,28248337,26787763,19224385,19174270,8955434,8020482,6115298,6224515,0.0001450151830795,3887.8999999999824,0.024572973139584,4870.7,0.0717639103531837,7879.999999999997,0.0589194539934396,8643.449999999999,0.1298478171229362,0.1290329918265342,3.9875,1297.1999999999996,0.258521169424057,2.4000000000000004
NTAGFU0039.2012,7432.81,4.0,8.0,103.11640869140624,104.89063659667968,165.6874169921875,109.77158050537108,102.81665466308594,9.0,5.0,19.92,12.0,80.0,88.0,486.16,867.68,1281.84,2343.08,3368.36,2336.04,5071194,4817321,4225081,3884585,477157,240823,3385214,3168972,46206420,42399907,1389000,1424000,2692208,2684766,-2035398,-1945321,2035398,1945321,-1866010,-1802358,1676970,1656818,1937160,1898871,30562685,28584892,15108588,14829636,20228683,19275518,44593616,41152675,29515409,27750293,14590870,14396652,27783810,27243729,18389415,18371138,9090762,9530814,6230446,6620160,0.0001340305025223,3888.7999999999824,0.0245893541723489,4866.700000000002,0.0718844383955001,7872.200000000003,0.058865375816822,8649.0,0.1290289610624313,0.1288584917783737,4.025,1292.2000000000005,0.2554130554199219,2.4000000000000004
NTAGFU0040.2012,7240.1175,57.0,79.0,104.8125904083252,109.07148109436037,160.22314315795902,116.90725822448732,105.67023315429688,3.0,3.890000000000001,55.0,53.0,49.89,50.78,281.56000000000006,546.57,750.63,2333.58,2356.9100000000008,1320.19,6287770,6313668,7744909,8649732,2981651,3152142,5179350,5533845,61137251,56307878,1748000,1723000,3370180,3343900,-1643725,-1198600,1643725,1198600,68935,102110,2587923,2698851,2903044,3024409,43812874,44229432,13913120,12728025,31490330,34749642,43209638,43335540,31056756,34047340,9862315,9797897,23696799,23030955,17031981,18094681,5408638,5207156,5484147,5314565,0.0001120603410527,3908.199999999983,0.02452496252954,4842.500000000002,0.0725658237934112,7837.500000000004,0.0592353604733944,8675.999999999998,0.1283343285322189,0.1291166394948959,3.975,1293.7,0.2563396990299225,2.4000000000000004
NTAGFU0041.2016,10569.7725,29.67,48.56,103.73779808044434,107.50512741088868,162.73241287231448,113.5590705871582,104.42196311950684,17.78,29.45000000000001,50.78,33.78,40.0,53.0,331.01,629.23,912.38,2298.24,2338.57,1516.24,5292181,5842497,4029328,6696602,-210748,2309813,3261956,4719842,53607511,52086600,1286000,1647000,2596231,3159611,-2453826,-1550108,2453826,1550108,-1344048,129281,1495896,2367171,1757242,2673637,32465434,38118601,16486683,13673208,19691914,27878315,42533838,37140216,25798905,27162767,13101269,9743331,33862611,23809727,20539371,17413417,10430358,6246223,7961334,6410767,0.0007803321350365,1098.6999999999823,0.0043837749399244,5124.2,0.0432145521044731,7521.099999999998,0.0626580044627189,9544.4,0.182401642203331,0.1240189373493194,3.875,1286.4999999999998,0.342857152223587,1.85
NTAPCK0002.2016,16375.181669999998,45.78,67.89,105.17483245849608,111.33624145507812,160.1274687194824,119.707568359375,107.75752807617188,10.89,11.89,58.45,44.89,43.89,50.0,217.5600000000001,447.12,603.27,2118.39,1868.94,1049.56,6074766,6526096,7568324,9073195,2702249,3499318,5105788,5687673,54337250,62209689,1430000,1563000,2916780,3170385,-1404651,-1333333,1404651,1333333,90667,616953,2210156,2506144,2556296,2861226,40955816,47524515,13275023,13063838,30851786,36378676,40227232,42019212,30302948,32164522,9822105,8841587,23543733,22905743,17735362,17533701,5748569,4819774,5852685,5451255,0.0010292713996022,1418.1999999999716,0.0027550859376788,5243.799999999998,0.0244555473327636,7366.299999999997,0.0494374968111515,11047.799999999996,0.115384317934513,0.1281887888908386,4.625,1556.3999999999985,0.2934744358062744,2.9000000000000004
NTASTU0001.2016,4327.624,40.8,61.56,102.9519696044922,106.29731994628906,157.01094299316406,111.8779879760742,104.36965270996096,17.0,17.0,41.84,41.2,63.0,63.0,550.9599999999998,910.64,1283.08,2457.4,3236.84,2298.52,4786613,4914503,4297352,4546144,898393,795324,3430006,3581315,39353774,40649479,1559000,1552000,2832142,2853641,-1623088,-1617954,1623088,1617954,-1176255,-1220876,1905413,1946116,2148847,2200047,28350987,29333057,13873414,13861907,20435479,21160910,35906892,37495503,25881798,27049311,12665129,12782678,23678567,25010378,17067584,18042523,8351937,8526346,6594435,6670234,0.0,884.9999999999852,0.0033904993906617,5120.499999999999,0.0506591163575649,7649.499999999996,0.0654571279883384,9030.5,0.2218734920024872,0.1245008781552314,3.2,1150.3999999999992,0.3610517680644989,1.0
NTASTU0002.2016,5881.698667000002,47.0,70.0,103.1351107788086,107.0143521118164,156.14812072753904,112.85811279296873,104.89742622375488,6.0,5.8900000000000015,47.0,46.0,64.12,67.9,536.96,810.6,1089.32,2342.78,2925.180000000001,1863.01,5189534,5181049,5405082,5480205,1518698,1526208,4070851,4111356,42013270,41413805,1547000,1531000,2907530,2886864,-1418312,-1359223,1418312,1359223,-953047,-982915,2109808,2112596,2391093,2396992,31548822,31486202,13291536,13145463,23736024,23952144,38199234,38341908,28739518,29167408,12107975,12177368,23238128,23145463,17483403,17607187,7365767,7350986,6083402,6036597,3.222864688723348e-05,891.3999999999828,0.0034412823151797,5126.700000000004,0.0499814711511135,7643.399999999995,0.0653747990727424,9073.999999999996,0.2183286696672439,0.124363325536251,3.325,1155.499999999999,0.3628282845020294,1.1
NTASTU0003.2016,2824.458,47.0,70.0,104.7214874267578,111.64295959472656,154.89240188598632,118.89283752441406,108.96457443237304,11.55,11.55,53.7,46.0,50.7,55.85,348.05,635.0,864.45,2434.8,2378.6,1528.25,5994358,6080225,7008401,7668007,2978541,3147296,4862385,5147498,55114065,53912180,1700000,1728000,3254211,3305279,-1597633,-1357642,1597633,1357642,375114,479248,2457197,2593388,2764531,2905700,39944982,41031078,13811620,13143723,28921287,31217243,37051056,37275889,26826004,28360222,9275522,9084794,21616417,21395714,15650892,16278276,5411548,5214514,5834224,5739827,0.0001171867843368,875.1999999999823,0.0034036741126328,5130.9000000000015,0.0496365167200565,7640.4,0.0651162639260292,9093.700000000004,0.2162376195192337,0.125113308429718,3.25,1156.7000000000005,0.3751502931118012,1.1
NTASTU0004.2016,6922.0375,33.92,53.92,103.34891418457032,106.95039215087893,164.55987731933598,113.51571502685545,104.4324346923828,21.92,28.840000000000003,45.84,36.92,55.76,59.0,423.84,690.88,1127.76,2188.640000000001,2783.6,2174.28,5285321,5456604,4134859,5160940,-104459,753479,3328758,3936713,52609218,50351762,1343000,1446000,2671396,2835294,-2374284,-1935700,2374284,1935700,-1386117,-889680,1576242,1896854,1838514,2186044,32413793,33995943,16227290,14801770,19974866,22967485,42845755,40630647,26403519,27449857,13218371,11951616,33088617,29229209,20390723,19747104,10208190,8597852,7722729,7193882,0.0009257124038413,1064.3999999999792,0.0043774833902716,5158.300000000003,0.043301086872816,7568.799999999997,0.0629614815115928,9479.299999999996,0.1849624216556549,0.1218583732843399,3.725000000000001,1282.5999999999997,0.3385696113109589,1.85
NTTDAB0001.2014,6726.414567,39.92,61.84,105.36665557861328,112.38229675292968,151.39332031249995,120.49680480957028,109.29455749511716,6.0,5.92,50.76,47.84,50.92,52.92,350.76,623.76,806.96,2453.4,1906.08,974.92,5945406,5989123,7728634,7720573,4497579,4372136,5172632,5169300,49206888,50607527,1786000,1762000,3347076,3327877,-1115974,-1187453,1115974,1187453,1342647,1294118,2701811,2662447,3002942,2968152,39296519,39806318,12502278,12677698,31431487,31398695,29992710,30682587,23989796,24202017,7632409,7707969,14920722,15590448,11934402,12297538,3796958,3916576,4974783,5081204,2.197462890762836e-06,1162.699999999979,0.0042287423275411,5040.199999999997,0.056156501173973,7498.600000000002,0.0542463175952434,10444.100000000002,0.1064825356006622,0.1632987707853317,4.550000000000002,1362.0999999999983,0.5524839758872986,1.6
NTTDAC0001.2014,10544.60128,49.92,72.84,105.81694152832031,110.27545379638671,171.6889990234375,119.5817788696289,106.05857940673827,7.6,7.92,52.84,47.0,50.76,54.84,270.92,448.76,560.2,2118.8,1969.24,1014.12,5869400,6457627,7085065,9418738,3148789,3671243,4896650,5807896,50566339,57240562,1546000,1524000,3037726,3105978,-1365079,-1039657,1365079,1039657,421341,226435,2316312,2509014,2640277,2870457,38376173,46434644,13147695,12327311,29188518,37668103,35279478,44386291,26833204,36006466,9193068,9558874,19997960,21506376,15210240,17446121,5211036,4631537,5668440,4845274,0.000185542347026,2194.3999999999755,0.0067590638063848,4881.600000000001,0.0347672887146472,7012.100000000002,0.0454601943492889,12177.499999999996,0.0795354396104812,0.2065711766481399,4.575,1497.499999999999,0.467137336730957,2.9000000000000004
NTTPCK0001.2014,8627.187917,41.78,62.89,106.42659248352052,112.15655807495116,159.17703002929687,119.48215103149414,108.94489715576172,7.0,8.0,55.78,49.0,49.0,52.78,363.24,587.35,795.84,2254.7,2019.48,1173.86,6051147,6067669,7833474,7859318,3701445,3725112,5215686,5226220,51951528,52345090,1609000,1614000,3151195,3160574,-1220736,-1232188,1220736,1232188,785949,806574,2482768,2489768,2811659,2818624,40632831,40824578,12788263,12801656,31773533,31890077,34712133,34737345,27143743,27135041,8542878,8508929,18678826,18667622,14606226,14582193,4596979,4572643,5381066,5373935,0.0002763447409961,1759.8999999999771,0.0045619858428835,5105.300000000002,0.0341919176280498,7243.699999999998,0.0480811893939971,11583.000000000004,0.0908671543002128,0.1851854622364044,4.725,1496.000000000001,0.4005377590656281,3.0
NTTSTU0001.2014,20631.12333,35.76,55.76,104.83973114013672,109.250686340332,162.86242797851563,117.85208374023438,105.34622680664064,11.92,11.92,37.84,37.84,70.6,73.36,402.2,755.08,1091.36,2273.76,2463.72,1558.48,5360556,5460555,5551864,5852110,2494700,2492877,4149660,4306688,45322841,46160505,1234000,1239000,2534922,2556748,-1557312,-1508656,1557312,1508656,-299040,-217513,1761422,1804604,2074277,2125604,33082519,34049159,13676990,13559724,24188450,25110510,35115361,35554118,25674772,26220385,10614476,10441996,19875286,20467874,14531915,15094610,6007791,6011272,5659998,5756822,0.0,805.3999999999852,0.0027009735349565,4728.600000000001,0.0803028345108032,7623.999999999994,0.0693936422467231,8115.800000000002,0.1961112916469574,0.2270789146423339,1.775,752.7000000000003,0.6380952596664429,0.15
SITE01.2023,23807.33056,55.84,77.92,105.15858184814456,113.22348999023436,146.4724847412109,121.1756103515625,110.62039772033692,5.959999999999999,5.98,68.94,49.99,29.97,44.97,267.67,478.76,592.6700000000002,2286.9300000000007,1614.76,815.61,6200640,6603636,8774365,9908646,4535589,4829490,5579884,5970619,51583765,60296851,1743000,1816000,3347203,3514839,-949153,-1045062,949153,1045062,1552511,1749871,2767595,2935347,3087846,3258048,42649813,48897216,12106742,12344754,35228152,39609714,31179775,34325482,25754060,27805724,7310648,7019926,16029963,17055675,13240526,13816132,3758507,3488067,5141141,4968808,0.0,1696.399999999975,0.0052998722530901,5099.399999999999,0.0248421374708414,7238.700000000003,0.0421622656285762,12431.099999999991,0.1406978070735931,0.0781463682651519,4.875,1659.6999999999994,0.2766118943691253,3.9
SITE02.2023,18532.29,45.49999999999999,68.19999999999999,105.17734603881836,110.57324867248536,166.64099807739257,118.56887588500976,107.20323654174804,4.85,4.699999999999998,59.85,56.7,44.85,47.7,338.95,501.55,571.9,2262.75,2001.0,1016.2,6612196,6527456,10415680,10469968,4249573,4717631,6130031,6146581,57688581,54060744,1659000,1688000,3314023,3337727,-810811,-636079,810811,636079,736734,1084025,2782482,2847855,3132911,3191448,48952157,47509030,11759613,11354543,41627356,41841429,42235104,38225896,35915387,33665729,8627833,8046027,19751981,17050570,16796456,15016518,4034956,3588911,4676674,4460476,0.0,1768.1999999999762,0.0053702960722148,5131.2999999999965,0.0270418804138898,7282.800000000002,0.0446531549096107,12340.299999999996,0.1453773379325866,0.0787457078695297,4.800000000000002,1651.7000000000005,0.2860430479049682,3.75
SITE03.2023,13212.7275,40.0,62.0,104.82142578125,110.19923614501955,152.614150390625,118.32829925537108,106.4729028320312,11.0,20.5,40.90000000000001,37.95,51.0,54.85,438.45000000000016,631.85,840.35,2020.45,2107.45,1357.15,5611285,5511655,5899430,5874184,2232115,2219110,4330935,4318016,50054082,47398117,1432000,1395000,2844280,2778515,-1691395,-1566444,1691395,1566444,-184775,-85859,2011231,1982702,2321337,2293981,35560845,34558522,14076168,13716632,25263158,25194611,36914609,35151071,26224900,25626604,10380689,10171463,22597441,22015254,16053688,16050043,6354585,6370427,6121544,6263039,9.766513358044904e-07,1813.599999999976,0.0051906458102166,5200.4000000000015,0.0320513807237148,7382.199999999992,0.0518002770841121,12103.799999999996,0.1554623991250991,0.0733507797122001,4.75,1643.4,0.2916906774044037,3.6
SITE04.2023,13908.65,39.67,61.56,104.60819602966308,109.6825579071045,159.92634140014647,117.55721321105958,106.71687789916992,23.89,24.89,42.78,32.67,51.89,57.45,471.0,703.27,943.38,2040.47,2255.42,1525.7800000000002,4939467,4962672,4349057,4949053,1204600,1469880,3461818,3817126,42328320,39481212,1224000,1263000,2455202,2510934,-1782438,-1413262,1782438,1413262,-589731,-468085,1569315,1744037,1842581,2034554,29479761,29672855,14323822,13280540,20580932,22343109,33179827,32580813,23164088,24532747,11255121,10980006,23140013,22061534,16154915,16611926,7849458,7434921,6974121,6771327,9.766513358044904e-07,1813.599999999976,0.0051906458102166,5200.4000000000015,0.0320513807237148,7382.199999999992,0.0518002770841121,12103.799999999996,0.1554623991250991,0.0733507797122001,4.75,1643.4,0.2916906774044037,3.6
SITE05.2023,7552.965,53.92,76.83999999999997,103.64391143798828,107.11049530029295,159.95050659179682,114.32041198730468,104.1697045898438,1.0,0.92,48.84,50.92,58.0,56.68,324.68,541.0,788.48,2255.64,2580.64,1451.9199999999994,6167435,6064289,7831877,7072350,2593479,2229185,5215034,4890988,55964032,57159688,1606000,1547000,3168069,3073103,-1403962,-1668050,1403962,1668050,-440509,-768191,2455159,2277375,2786790,2604489,42197729,40814159,13284346,14015487,31765002,29120758,46076598,47603982,34684881,33965272,10919213,11663595,24827433,25935841,18689239,18505130,5883595,6354618,5388296,5448250,9.766513358044904e-07,1813.599999999976,0.0051906458102166,5200.4000000000015,0.0320513807237148,7382.199999999992,0.0518002770841121,12103.799999999996,0.1554623991250991,0.0733507797122001,4.75,1643.4,0.2916906774044037,3.6
SITE06.2023,10982.86,46.0,68.0,104.94825561523436,109.55417861938476,166.65856140136714,117.97118598937988,106.2423429107666,5.0,2.890000000000001,57.89,49.0,51.0,60.78,289.0,487.6700000000001,650.34,2145.78,2319.8,1217.18,6102731,6208569,7169045,7968482,2031678,2952196,4933837,5270373,57914340,56605716,1497000,1536000,3012881,3082687,-1672474,-1394495,1672474,1394495,-940367,-475059,2226250,2380065,2560497,2722266,41290491,42751332,14016022,13239787,29459493,32290046,49851968,46998224,35567843,35497719,12073474,10993394,27344131,23273535,19509195,17578481,6622380,5443932,5485066,4952003,9.766513358044904e-07,1813.599999999976,0.0051906458102166,5200.4000000000015,0.0320513807237148,7382.199999999992,0.0518002770841121,12103.799999999996,0.1554623991250991,0.0733507797122001,4.75,1643.4,0.2916906774044037,3.6
SITE07.2023,15024.625,46.67,69.67,105.34968544006348,111.04504959106444,159.13944366455078,119.60122436523436,107.19381324768068,11.89,14.89,59.12000000000001,50.0,45.89,44.89,354.48,553.72,633.3100000000002,2305.68,1886.59,1044.88,5782195,6138375,7488929,9345639,2524005,3974225,5072225,5782848,45775749,46667361,1338000,1526000,2744053,3057708,-1004608,-551181,1004608,551181,124757,658874,2134063,2569331,2483497,2923628,37378475,41751344,12222412,11172187,30581915,37370790,36455739,36597885,29826961,32758032,9753137,8765678,22311104,18012832,18254256,16122924,5968971,4314312,6120052,4921823,9.766513358044904e-07,1797.2999999999747,0.005193730816245,5203.599999999999,0.0332308411598205,7393.3,0.053762961179018,12052.699999999992,0.1560883224010467,0.0693748295307159,4.725,1644.000000000001,0.2799209952354431,3.55
SITE08.2023,17831.345,55.6,77.67999999999998,105.25871673583984,111.85199615478516,153.56535522460942,119.6555303955078,108.52311920166017,10.84,13.92,58.92,55.6,39.0,40.0,272.92,475.68,542.2,2222.36,1753.12,940.64,6037178,6365086,8627494,10365350,2759664,4032809,5525562,6114600,47199549,48872490,1429000,1597000,2909597,3190172,-767717,-410095,767717,410095,343324,1002144,2363421,2741990,2721961,3096184,40413907,45020706,11657994,10872107,34666261,41409366,37738884,36820950,32371678,33867354,9338093,8178670,22925733,19144945,19665247,17609231,5672734,4252476,6074831,5199471,9.766513358044904e-07,1797.2999999999747,0.005193730816245,5203.599999999999,0.0332308411598205,7393.3,0.053762961179018,12052.699999999992,0.1560883224010467,0.0693748295307159,4.725,1644.000000000001,0.2799209952354431,3.55
SITE09.2023,21703.0275,50.68,73.68,105.15358459472657,111.47180480957032,153.43513916015624,119.1898388671875,108.78111419677734,3.92,3.0,53.6,52.52,52.92,54.84,353.36,526.1999999999998,667.76,2429.96,2027.2,1083.12,6158889,6185410,8135198,8300428,3746719,3822193,5336750,5401302,53810221,53756290,1597000,1628000,3154879,3199686,-1224670,-1177504,1224670,1177504,448878,552390,2492933,2552129,2828505,2885655,42007129,42420890,12786812,12677584,32851916,33461337,38402762,37981854,30033101,29959853,9141963,8953573,19117844,18977650,14951220,14969454,4551095,4473657,4978247,4996504,1.9533015347406035e-06,1665.2999999999734,0.0052064689807593,5124.000000000003,0.0403200611472129,7347.200000000003,0.058716244995594,12034.400000000003,0.1623512655496597,0.0636968612670898,4.700000000000001,1634.500000000001,0.3001173436641693,3.45
SITE10.2023,28623.98,50.92,73.92,105.62886474609373,109.60938049316408,171.083062133789,118.6827960205078,105.33335258483886,2.0,2.0,49.76000000000001,48.92,57.68000000000001,57.68000000000001,297.0,527.9200000000002,725.76,2303.0,2320.36,1214.96,6321926,6279773,7916638,7819978,3436533,3351938,5249473,5210173,61346348,60303639,1681000,1661000,3292205,3258993,-1605150,-1589744,1605150,1589744,183013,143698,2530075,2498388,2856232,2825310,44327207,43697858,13823463,13772266,32066645,31728880,42741094,42466742,30919238,30834971,9642181,9718266,21658725,21767756,15668089,15805501,4886102,4981424,5067424,5125836,9.766513358044904e-07,1638.499999999974,0.0053402865305542,5122.799999999998,0.0387600548565387,7346.6,0.0551158748567104,12161.999999999993,0.1598233431577682,0.0722260773181915,4.7250000000000005,1647.700000000001,0.3106877207756042,3.4000000000000004
SITE11.2023,369.6,30.58000000000001,49.37000000000002,103.14793746948244,103.86022773742675,177.07277725219726,110.76024925231933,101.4956172180176,31.91,31.97,18.97,19.0,57.94,57.88,576.79,843.62,1050.9899999999998,1868.26,2538.65,2087.83,3898845,3888446,3653997,3624353,-757415,-811808,3017531,2997763,27836443,27820969,979000,976000,1955132,1949401,-998825,-1008206,998825,1008206,-1733775,-1747159,1330665,1321925,1579872,1569904,22775603,22719870,12221135,12241042,18636242,18560404,32325506,32325733,26450494,26407664,14193040,14227957,26500326,26723127,21684014,21830761,11635400,11762007,8197962,8266828,9.766513358044904e-07,1625.399999999973,0.0054757893085479,5093.8,0.0384702980518341,7317.699999999998,0.0531158298254013,12276.100000000008,0.156708687543869,0.0759260952472686,4.85,1639.3000000000006,0.3167166113853454,3.3500000000000005
