uid,site,date,zone,easting,northing,lattitude,longitude,datum,factor,count,north_sp01,north_l_sp01,north_d_sp01,north_sp02,north_l_sp02,north_d_sp02,north_sp03,north_l_sp03,north_d_sp03,north_sp04,north_l_sp04,north_d_sp04,north_sp05,north_l_sp05,north_d_sp05,north_sp06,north_l_sp06,north_d_sp06,north_sp07,north_l_sp07,north_d_sp07,north_sp08,north_l_sp08,north_d_sp08,north_sp09,north_l_sp09,north_d_sp09,north_sp10,north_l_sp10,north_d_sp10,north_sp11,north_l_sp11,north_d_sp11,cent_sp01,cent_l_sp01,cent_d_sp01,cent_sp02,cent_l_sp02,cent_d_sp02,cent_sp03,cent_l_sp03,cent_d_sp03,cent_sp04,cent_l_sp04,cent_d_sp04,cent_sp05,cent_l_sp05,cent_d_sp05,cent_sp06,cent_l_sp06,cent_d_sp06,cent_sp07,cent_l_sp07,cent_d_sp07,cent_sp08,cent_l_sp08,cent_d_sp08,cent_sp09,cent_l_sp09,cent_d_sp09,cent_sp10,cent_l_sp10,cent_d_sp10,cent_sp11,cent_l_sp11,cent_d_sp11,south_sp01,south_l_sp01,south_d_sp01,south_sp02,south_l_sp02,south_d_sp02,south_sp03,south_l_sp03,south_d_sp03,south_sp04,south_l_sp04,south_d_sp04,south_sp05,south_l_sp05,south_d_sp05,south_sp06,south_l_sp06,south_d_sp06,south_sp07,south_l_sp07,south_d_sp07,south_sp08,south_l_sp08,south_d_sp08,south_sp09,south_l_sp09,south_d_sp09,south_sp10,south_l_sp10,south_d_sp10,south_sp11,south_l_sp11,south_d_sp11,se_sp01,se_l_sp01,se_d_sp01,se_sp02,se_l_sp02,se_d_sp02,se_sp03,se_l_sp03,se_d_sp03,se_sp04,se_l_sp04,se_d_sp04,se_sp05,se_l_sp05,se_d_sp05,se_sp06,se_l_sp06,se_d_sp06,se_sp07,se_l_sp07,se_d_sp07,se_sp08,se_l_sp08,se_d_sp08,se_sp09,se_l_sp09,se_d_sp09,se_sp10,se_l_sp10,se_d_sp10,se_sp11,se_l_sp11,se_d_sp11,sw_sp01,sw_l_sp01,sw_d_sp01,sw_sp02,sw_l_sp02,sw_d_sp02,sw_sp03,sw_l_sp03,sw_d_sp03,sw_sp04,sw_l_sp04,sw_d_sp04,sw_sp05,sw_l_sp05,sw_d_sp05,sw_sp06,sw_l_sp06,sw_d_sp06,sw_sp07,sw_l_sp07,sw_d_sp07,sw_sp08,sw_l_sp08,sw_d_sp08,sw_sp09,sw_l_sp09,sw_d_sp09,sw_sp10,sw_l_sp10,sw_d_sp10,sw_sp11,sw_l_sp11,sw_d_sp11,ne_sp01,ne_l_sp01,ne_d_sp01,ne_sp02,ne_l_sp02,ne_d_sp02,ne_sp03,ne_l_sp03,ne_d_sp03,ne_sp04,ne_l_sp04,ne_d_sp04,ne_sp05,ne_l_sp05,ne_d_sp05,ne_sp06,ne_l_sp06,ne_d_sp06,ne_sp07,ne_l_sp07,ne_d_sp07,ne_sp08,ne_l_sp08,ne_d_sp08,ne_sp09,ne_l_sp09,ne_d_sp09,ne_sp10,ne_l_sp10,ne_d_sp10,ne_sp11,ne_l_sp11,ne_d_sp11,nw_sp01,nw_l_sp01,nw_d_sp01,nw_sp02,nw_l_sp02,nw_d_sp02,nw_sp03,nw_l_sp03,nw_d_sp03,nw_sp04,nw_l_sp04,nw_d_sp04,nw_sp05,nw_l_sp05,nw_d_sp05,nw_sp06,nw_l_sp06,nw_d_sp06,nw_sp07,nw_l_sp07,nw_d_sp07,nw_sp08,nw_l_sp08,nw_d_sp08,nw_sp09,nw_l_sp09,nw_d_sp09,nw_sp10,nw_l_sp10,nw_d_sp10,nw_sp11,nw_l_sp11,nw_d_sp11
,Epn10a,1/06/2015 14:47,53,,,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Epn11a,2/06/2015 10:26,53,,,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,HFD18a,6/05/2015 8:39,,-16.6904,133.32312,,,,0.1,7,E. pruinosa,5,2,Acacia sp,22,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,E. pruinosa,12,1,Acacia sp,7,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,E. pruinosa,5,0,Acacia sp,7,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,E. pruinosa,3,0,Acacia sp,19,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,E. pruinosa,11,0,Acacia sp,10,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,E. pruinosa,10,0,Acacia sp,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,E. pruinosa,7,0,Acacia sp,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
,HFD19A,6/05/2015,,-16.75893,133.40715,,,,0.1,7,E. microtheca,25,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,E. microtheca,26,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,E. microtheca,17,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,E. microtheca,18,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,E. microtheca,21,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,E. microtheca,26,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,E. microtheca,12,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,HFD20a,7/05/2015 7:36,,-16.85351,133.25273,,,,0.1,7,E. microtheca,20,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,E. microtheca,25,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,E. microtheca,19,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,E. microtheca,23,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,E. microtheca,20,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,E. microtheca,29,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,E. microtheca,19,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,HFD22a,7/05/2015 10:44,,-16.79386,133.37856,,,,0.1,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,E. microtheca,8,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,E. microtheca,8,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,E. microtheca,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,E. microtheca,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,E. microtheca,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,HFD23A,8/05/2015 10:19,,-16.94093,133.27724,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,HFD24A,8/05/2015,,-16.97375,133.28262,,,,0.1,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,E. microtheca,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,HFD25A,9/05/2015 9:42,,-17.03096,133.35965,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,HFD26A,9/05/2015 12:02,,-17.06753,133.31346,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,HMD13A,27/07/2015 14:03,53,133.5031094,-23.53170427,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,HMD14,28/07/2015 8:48,53,133.6018636,-23.54211599,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,HMD15,28/07/2015 14:39,53,133.5827719,-23.56335604,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,INV14a,14/06/2015 12:58,52,562613,7992119,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,INV15a,15/06/2015 10:39,52,587818,8000264,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,INV16A,15/06/2015 12:11,,593148,8003647,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,INV17a,15/06/2015 15:08,52,601765,8021709,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,INV18a,16/06/2015 9:15,52,589423,8008388,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,INV19a,16/06/2015 10:58,,581911,8011214,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,INV20a,18/06/2015 10:58,52,570350,8024554,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,JDR09A,25/08/2015 9:48,,-13.84715,131.56699,,,,0.1,7,Cabbage bloodwood 105-0131 0133,20,1,Euc stripy 105-0134 0136,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,cabbage bloodwood 105-0131 0133,6,0,Euc stripy 105-0134 0136,3,0,Erythrophloeum chlorostachys 105-0137 0139,1,0,,,,,,,,,,,,,,,,,,,,,,,,,Cabbage bloodwood 105-0131 0133,10,0,Euc stripy 105-0134 0136,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cabbage bloodwood 105-0131 0133,19,0,Euc stripy 105-0134 0136,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cabbage bloodwood 105-0131 0133,10,2,Euc stripy 105-0134 0136,8,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cabbage bloodwood 105-0131 0133,26,0,Euc stripy 105-0134 0136,4,0,Erythrophloeum chlorostachys 105-0137 0139,1,0,,,,,,,,,,,,,,,,,,,,,,,,,Cabbage bloodwood 105-0131 0133,6,0,Euc stripy 105-0134 0136,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
,JDR10A,26/08/2015 9:10,,-14.11144,131.62526,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,JDR11A,28/08/2015 8:57,,-14.08712,131.61121,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,KTD06A,12/08/2015 10:21,,132.07092,-14.42772,,,,0.5,7,Erythrophloeum chlorostachys,6,0,E. dichromophloia 105-0108,10,0,Terminalia arostrata 105-0111,2,0,Stingybark 105-0116,0,1,,,,,,,,,,,,,,,,,,,,,,E. dichromophloia,10,1,Terminalia arostrata,5,0,Stingybark,2,0,,,,,,,,,,,,,,,,,,,,,,,,,E. dichromophloia,6,0,Terminalia arostrata,3,2,Stingybark,4,1,,,,,,,,,,,,,,,,,,,,,,,,,Erythrophloeum chlorostachys,2,0,E. dichromophloia,11,2,Terminalia arostrata,2,0,Stingybark,6,0,,,,,,,,,,,,,,,,,,,,,,Erythrophloeum chlorostachys,2,0,E. dichromophloia,11,0,Terminalia arostrata,3,0,Stingybark,7,1,,,,,,,,,,,,,,,,,,,,,,E. dichromophloia,4,0,Stingybark,3,2,Brachychiton populneus,2,0,,,,,,,,,,,,,,,,,,,,,,,,,Erythrophloeum chlorostachys,4,0,E. dichromophloia,9,0,Terminalia arostrata,5,0,Stingybark,5,2,,,,,,,,,,,,,,,,,,,,,
,LBD11A,26/09/2015,,130.2274,-13.16988,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MDC05A,5/08/2015 12:22,53,15.81007,132.84656,,,,0.1,7,E. microtheca,33,4,E. dichromophloia,1,0,Terminalia canescens,1,0,,,,,,,,,,,,,,,,,,,,,,,,,E. microtheca,21,3,E. dichromophloia,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,E. microtheca,18,2,E. dichromophloia,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,E. microtheca,19,1,E. dichromophloia,2,0,Terminalia canescens,5,0,Melaleuca large leaf,4,0,,,,,,,,,,,,,,,,,,,,,,E. microtheca,19,0,E. dichromophloia,2,0,Terminalia canescens ,1,0,,,,,,,,,,,,,,,,,,,,,,,,,E. microtheca,30,3,E. dichromafloia ,3,0,Terminalia canescens,4,0,,,,,,,,,,,,,,,,,,,,,,,,,E. microtheca,30,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MDC06A,6/08/2015 13:57,,-15.63332,132.86609,,,,0.1,7,Eucalyptus rough,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,E rough,9,0,Ironwood,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,E rough,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,E rough,5,0,Acacia holosericea,7,0,Terminalia canescens,2,0,,,,,,,,,,,,,,,,,,,,,,,,,E rough,5,0,,,,A. holosericea ,4,0,Terminalia canescens,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,E rough,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MJE16A,9/07/2015 7:58,,-16.6273,131.93478,,,,0.1,7,Bauhinia cunninghami,3,0,,,,Corymbia terminalis,1,0,E. pruinosa,4,0,Hakea,4,0,,,,,,,,,,,,,,,,,,,Bauhinia cunninghami,4,3,Corymbia terminalis,1,0,Hakea,1,0,,,,,,,,,,,,,,,,,,,,,,,,,Bauhinia cunninghamii,5,0,Corymbia terminalis,11,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bauhinia cunninghamii,6,1,Terminalia arostrata,1,0,Corymbia terminalis,3,0,,,,,,,,,,,,,,,,,,,,,,,,,Bauhinia cunninghamii,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bauhinia cunninghamii,7,0,Terminalia crocodile ,3,0,Corymbia terminalis,1,0,Hakea,4,0,,,,,,,,,,,,,,,,,,,,,,Bauhinia cunninghami,4,0,Terminalia arostrata,1,2,Corymbia terminalis,2,2,E. pruinosa ,2,0,,,,,,,,,,,,,,,,,,,,,
,MJE17A,9/07/2015 10:37,,16.86006,131.54587,,,,0.1,7,Terminalia arostrata,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Terminalia arostrata,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Terminalia arostrata,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Terminalia arostrata,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Terminalia arostrata,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MJE18A,10/07/2015 9:13,,-16.83943,131.68961,,,,0.1,7,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Corymbia terminalis ,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MJW13A,7/07/2015 13:21,,-16.84642,131.33041,,,,0.1,7,Tree,1.5,0,Tree1,0.5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Euc1,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Euc1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Terminalia arostrata,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Euc1,3,0,Terminalia arostrata,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MJW14A,8/07/2015 8:11,,16.61153,131.49919,,,,0.1,7,Bauhinia ,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bauhinia ,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bauhinia ,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bauhinia ,8,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bauhinia ,7,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bauhinia ,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bauhinia ,3,0,Terminalia arostrata,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MJW15A,8/07/2015 11:04,,-16.52303,131.65956,,,,0.1,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Terminalia arostrata,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Terminalia arostrata ,8,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MJW16A,8/07/2015 13:46,,16.68849,131.68269,,,,0.1,7,Corymbia Terminalis ,4.5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Corymbia Terminalis ,3,0,Bauhinia ,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Corymbia terminalis ,3,0,Acacia farnesiana ,33,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Corymbia terminalis ,4,0,Terminalia arostrata,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Corymbia Terminalis ,5,0,Bauhinia ,4,0,Acacia farnesiana ,10,0,,,,,,,,,,,,,,,,,,,,,,,,,Corymbia terminalis ,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Corymbia terminalis ,7,0,Bauhinia ,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MKY06A,27/10/2015 7:37,,131.05018,-13.61038,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MKY07A,27/10/2015 11:19,,131.52843,13.05524,,,,0.25,7,Trees,27,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Trees,26,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Trees,28,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Trees,27,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Trees,27,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Trees,28,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Trees,26,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MKY08A,28/10/2015 8:07,,131.60272,13.11697,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MKY09A,29/10/2015 7:23,,131.96474,-12.96474,,,,0.1,7,Trees,23,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Trees,22,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Trees,24,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Trees,26,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Trees,27,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Trees,27,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Trees,24,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
